name,success,function,hz,rme,samples
0_empty.arr,true,parse,246.0566910813228,2.1250738065677828,34
0_empty.arr,true,load,6.041585703569155,8.300791936413061,34
0_empty.arr,true,eval,252.55633355769916,9.394769179480301,70
1_empty-with-comments.arr,true,parse,8.069683660748332,12.497562678484156,23
1_empty-with-comments.arr,true,load,6.816797755747902,10.883666375493858,37
1_empty-with-comments.arr,true,eval,250.42071140246358,10.178757692661877,77
adding-ones-2000.arr,true,parse,1.114127078578585,23.491271127848602,7
adding-ones-2000.arr,true,load,0.03967341274466673,13.87750880125617,5
adding-ones-2000.arr,true,eval,93.4341677787877,124.81448968461126,31
anf-loop-compiler.arr,true,parse,0.37390616628261975,31.721911465181662,5
anf-loop-compiler.arr,true,load,0.01800845456462405,4.1998854824833565,5
anf-loop-compiler.arr,true,eval,31.881238917354256,164.40820990595094,51
ast.arr,true,parse,0.10298042246012093,49.51082658096164,5
ast.arr,true,load,0.0023725032910239165,25.22797292834494,5
ast.arr,true,eval,4.762728386135836,211.58087410966587,14
bignum-factorial-2000.arr,true,parse,37.98795490769335,7.748788441622341,49
bignum-factorial-2000.arr,true,load,1.774823364434953,14.34223140897254,14
bignum-factorial-2000.arr,true,eval,33.33345947224418,170.5367886083692,14
inner-function-1000.arr,true,parse,17.34028578099075,8.37599508096818,32
inner-function-1000.arr,true,load,1.1301597696450043,29.40368666277814,12
inner-function-1000.arr,true,eval,126.51206420295408,84.14189761363346,16
list-set-const-1000.arr,true,parse,56.90879405633598,6.860480801889617,59
list-set-const-1000.arr,true,load,0.7535123040783848,126.29890197805504,9
list-set-const-1000.arr,true,eval,107.95130673230258,103.75122727762319,12
list-set-grow-1000.arr,true,parse,53.03519524353739,7.197422026516123,47
list-set-grow-1000.arr,true,load,1.5030811506441233,32.94721397268378,10
list-set-grow-1000.arr,true,eval,1.6912953704850593,216.0689708064366,13
many-links-100000.arr,true,parse,124.94532701376369,36.71151201706489,56
many-links-100000.arr,true,load,2.5361409710796052,10.152987516817802,17
many-links-100000.arr,true,eval,5.934153729388913,208.28302682576498,15
method-calls-10000.arr,true,parse,12.80806548816824,123.69896538450382,32
method-calls-10000.arr,true,load,1.3911565939310366,13.880189624431456,12
method-calls-10000.arr,true,eval,9.101881505730697,193.59768769546685,14
mutable-string-dict-const-10000.arr,true,parse,32.052634680836405,5.205109401251472,54
mutable-string-dict-const-10000.arr,true,load,1.5376762632075882,16.515113472779174,13
mutable-string-dict-const-10000.arr,true,eval,14.330841572619011,196.7042126964357,17
mutable-string-dict-grow-10000.arr,true,parse,39.517162835922825,10.78700169714511,43
mutable-string-dict-grow-10000.arr,true,load,1.4672864595533466,8.301074228283326,12
mutable-string-dict-grow-10000.arr,true,eval,18.727087914928994,199.96299838840253,12
recursion-triangle-20000.arr,true,parse,19.558153950386206,42.17104592945294,32
recursion-triangle-20000.arr,true,load,1.443982429029771,13.701355431841444,12
recursion-triangle-20000.arr,true,eval,33.08904628540851,168.31917357063006,11
recursion-triangle-annotated-20000.arr,true,parse,41.64610416100759,8.68817346277969,43
recursion-triangle-annotated-20000.arr,true,load,1.3244559872736974,10.906006965528114,11
recursion-triangle-annotated-20000.arr,true,eval,32.234846776460266,187.65101840684912,12
recursive-calls-10000.arr,true,parse,35.248036345602756,11.280071644507682,27
recursive-calls-10000.arr,true,load,1.785860521723145,25.303626351460593,14
recursive-calls-10000.arr,true,eval,14.066502354415409,199.21936698454226,16
string-allocation-10000.arr,true,parse,72.42192428351073,10.046352192401226,33
string-allocation-10000.arr,true,load,2.6462090001245437,16.952240827867502,18
string-allocation-10000.arr,true,eval,26.663711680872836,168.00846561371856,42
string-dict-const-10000.arr,true,parse,23.39421177833618,19.46243821307688,27
string-dict-const-10000.arr,true,load,1.2805851859048494,35.25192684573218,12
string-dict-const-10000.arr,true,eval,3.8695127157411604,210.6754038158174,15
string-dict-grow-10000.arr,true,parse,35.854618571564785,10.097977423212962,43
string-dict-grow-10000.arr,true,load,1.3393133249582687,17.04234140406993,11
string-dict-grow-10000.arr,true,eval,3.27450349813134,192.4428128562504,36
tree-set-const-10000.arr,true,parse,17.00479609117575,26.12493794596543,33
tree-set-const-10000.arr,true,load,1.2575966565726442,15.023344380680342,12
tree-set-const-10000.arr,true,eval,5.500106810834078,208.3236761160107,13
tree-set-grow-10000.arr,true,parse,48.62776884562725,8.27633718147387,61
tree-set-grow-10000.arr,true,load,2.0587922432782033,7.486141229337237,15
tree-set-grow-10000.arr,true,eval,1.9068351081546364,194.38045736329735,36
