name,success,function,hz,rme,samples
0_empty.arr,true,parse,248.2605918078905,1.753696469154468,33
0_empty.arr,true,load,3.4077905338416623,20.895427343569867,21
0_empty.arr,true,eval,192.64105659766722,18.724348238484165,46
1_empty-with-comments.arr,true,parse,8.280325839353825,8.390360318491616,25
1_empty-with-comments.arr,true,load,2.680488700626226,18.771886585317336,17
1_empty-with-comments.arr,true,eval,210.6726907851222,16.762063783612813,52
adding-ones-2000.arr,true,parse,0.8531386888022182,26.389013936026707,7
adding-ones-2000.arr,true,load,0.08209633682270806,10.547956622496255,5
adding-ones-2000.arr,true,eval,45.59782101314261,171.5386635791234,16
anf-loop-compiler.arr,true,parse,0.3469070824572087,31.72262064693688,5
anf-loop-compiler.arr,true,load,0.044882982312070954,54.466402023306834,5
anf-loop-compiler.arr,true,eval,8.848490021872427,198.74566621880888,25
ast.arr,true,parse,0.053677035503622905,84.4578916385861,5
ast.arr,true,load,0.010181284154449344,7.33238946215768,5
ast.arr,true,eval,5.54279078518211,207.42910480556696,16
bignum-factorial-2000.arr,true,parse,47.32814739975155,12.77047738303477,45
bignum-factorial-2000.arr,true,load,1.1067639126783013,28.67582362852007,12
bignum-factorial-2000.arr,true,eval,79.20291541052262,141.90814598530997,13
inner-function-1000.arr,true,parse,10.856907852651446,111.11645701595513,35
inner-function-1000.arr,true,load,1.5455120163131875,14.596559090171436,13
inner-function-1000.arr,true,eval,223.1417504824611,11.208525564615297,46
list-set-const-1000.arr,true,parse,45.58671817761466,7.818815600729289,58
list-set-const-1000.arr,true,load,1.6146235142766572,7.350517723135612,12
list-set-const-1000.arr,true,eval,65.22186939482259,152.57778632761458,12
list-set-grow-1000.arr,true,parse,49.88514448022619,7.141675855024528,62
list-set-grow-1000.arr,true,load,1.3138134003127457,17.679901525705898,10
list-set-grow-1000.arr,true,eval,3.2690098306750914,214.68949798974108,13
many-links-100000.arr,true,parse,152.24987673534983,9.101212745080833,29
many-links-100000.arr,true,load,1.42041643784039,16.20832965415071,12
many-links-100000.arr,true,eval,2.6429580662150616,213.48768051295406,14
method-calls-10000.arr,true,parse,63.572928379919574,8.794881980379808,68
method-calls-10000.arr,true,load,1.435069088182832,14.718358028794645,13
method-calls-10000.arr,true,eval,26.298576372480476,186.07715533414722,17
mutable-string-dict-const-10000.arr,true,parse,45.15829307609926,8.529052022260847,46
mutable-string-dict-const-10000.arr,true,load,1.7623067923958438,6.802123558296564,13
mutable-string-dict-const-10000.arr,true,eval,19.12792530884172,198.60728342724263,13
mutable-string-dict-grow-10000.arr,true,parse,47.4164473813398,6.487585698077409,50
mutable-string-dict-grow-10000.arr,true,load,1.3976042148355328,15.184373476051793,11
mutable-string-dict-grow-10000.arr,true,eval,21.418532759928862,189.07883977222522,19
recursion-triangle-20000.arr,true,parse,35.07092420693787,38.780150262108144,60
recursion-triangle-20000.arr,true,load,1.2087133977998126,6.6989658157866865,11
recursion-triangle-20000.arr,true,eval,29.449972777669604,189.4011883408488,12
recursion-triangle-annotated-20000.arr,true,parse,27.79000594892208,15.73931400945941,37
recursion-triangle-annotated-20000.arr,true,load,1.148504320619332,6.94057555538832,10
recursion-triangle-annotated-20000.arr,true,eval,34.82991513781112,185.5316438630667,12
recursive-calls-10000.arr,true,parse,25.18242229735503,41.70697204173738,20
recursive-calls-10000.arr,true,load,1.2252890676627226,15.110534743381535,11
recursive-calls-10000.arr,true,eval,20.794769888587133,199.70861478410265,12
string-allocation-10000.arr,true,parse,23.59588087443031,69.36916032314207,22
string-allocation-10000.arr,true,load,1.301091459836165,43.91815137343244,14
string-allocation-10000.arr,true,eval,35.73593193177696,178.811488340274,19
string-dict-const-10000.arr,true,parse,18.108339201616392,21.486490926278424,22
string-dict-const-10000.arr,true,load,1.1172187878954487,18.336022096405667,11
string-dict-const-10000.arr,true,eval,3.9176342782286118,214.07118620878921,13
string-dict-grow-10000.arr,true,parse,42.38171313826441,9.064975163415468,45
string-dict-grow-10000.arr,true,load,1.3560753593134354,10.321238116358195,11
string-dict-grow-10000.arr,true,eval,1.3368116773827077,216.5559408347597,13
tree-set-const-10000.arr,true,parse,54.596437633497885,7.093065225931001,47
tree-set-const-10000.arr,true,load,1.5093464847187048,9.343689877647412,12
tree-set-const-10000.arr,true,eval,9.049992626371967,204.2702471626522,14
tree-set-grow-10000.arr,true,parse,23.43016477820396,96.82020504977648,32
tree-set-grow-10000.arr,true,load,1.0841246939809934,43.10124899326168,11
tree-set-grow-10000.arr,true,eval,0.6443806186905386,208.6936961622741,20
