name,success,function,hz,rme,samples
0_empty.arr,true,parse,249.7215929592622,1.4167399403688397,31
0_empty.arr,true,load,4.373948091508983,8.25455247839109,25
0_empty.arr,true,eval,258.9960996432251,6.545015486862655,76
1_empty-with-comments.arr,true,parse,11.201047546048759,3.703009615824034,32
1_empty-with-comments.arr,true,load,4.664415846465564,2.1206802562493503,27
1_empty-with-comments.arr,true,eval,258.354983507509,3.5040708194787635,76
adding-ones-2000.arr,true,parse,1.1848405698544546,18.737863359817233,7
adding-ones-2000.arr,true,load,0.09591319667864177,10.362258876670563,5
adding-ones-2000.arr,true,eval,61.03958812977975,158.41830659284977,19
anf-loop-compiler.arr,true,parse,0.441780038793094,19.94835398422814,6
anf-loop-compiler.arr,true,load,0.06832994806727156,3.9818966063028585,5
anf-loop-compiler.arr,true,eval,21.13091065526409,193.7963436652427,17
ast.arr,true,parse,0.22165906882787995,14.009750818991964,5
ast.arr,true,load,0.025482508496840695,3.2266500515174075,5
ast.arr,true,eval,27.19122403553091,181.96057063840024,27
bignum-factorial-2000.arr,true,parse,81.49159323839304,4.36611880764638,48
bignum-factorial-2000.arr,true,load,2.941415327519569,13.191735554257084,21
bignum-factorial-2000.arr,true,eval,121.81571094522378,103.36173798832222,14
inner-function-1000.arr,true,parse,62.96359081389506,4.2352379241578175,54
inner-function-1000.arr,true,load,3.0731196248206167,13.162943242004463,19
inner-function-1000.arr,true,eval,251.51114441302104,8.466737752458474,78
list-set-const-1000.arr,true,parse,62.72150566619274,6.333284018523695,52
list-set-const-1000.arr,true,load,1.196975236634568,3.9598988672434206,10
list-set-const-1000.arr,true,eval,90.96445017356773,124.48476051446123,14
list-set-grow-1000.arr,true,parse,53.784231872209375,4.8609729591417805,47
list-set-grow-1000.arr,true,load,1.292556600282193,26.1553808977369,10
list-set-grow-1000.arr,true,eval,3.741932199623974,212.4965988648546,14
many-links-100000.arr,true,parse,211.24430051684638,4.107820308105632,56
many-links-100000.arr,true,load,2.118335299910084,8.490841649468805,14
many-links-100000.arr,true,eval,7.425327031385219,205.8651614597788,16
method-calls-10000.arr,true,parse,82.93502614582235,6.8236503285324215,62
method-calls-10000.arr,true,load,1.8049748377420263,2.4466548657267286,13
method-calls-10000.arr,true,eval,26.12651679892097,192.37532755053303,13
mutable-string-dict-const-10000.arr,true,parse,67.72946405557063,5.166997041296393,57
mutable-string-dict-const-10000.arr,true,load,1.496482282885179,9.495340979411965,12
mutable-string-dict-const-10000.arr,true,eval,21.887855880226123,194.14052195550659,13
mutable-string-dict-grow-10000.arr,true,parse,56.087765341712434,3.479771093555175,57
mutable-string-dict-grow-10000.arr,true,load,1.6325445852233633,8.190537931448546,13
mutable-string-dict-grow-10000.arr,true,eval,19.210999627402693,193.24792972303325,16
recursion-triangle-20000.arr,true,parse,35.86243913452719,52.877055526462314,43
recursion-triangle-20000.arr,true,load,1.5090996059656294,3.328745697972874,12
recursion-triangle-20000.arr,true,eval,34.01252769085748,182.62850923959937,13
recursion-triangle-annotated-20000.arr,true,parse,49.744844950789386,31.869908570675516,73
recursion-triangle-annotated-20000.arr,true,load,1.4444845291041248,6.547705390040597,12
recursion-triangle-annotated-20000.arr,true,eval,31.459807531076844,186.06666883782117,14
recursive-calls-10000.arr,true,parse,43.36617014292319,47.392848202128015,44
recursive-calls-10000.arr,true,load,1.6417821504071823,1.7084224696348234,13
recursive-calls-10000.arr,true,eval,25.490169181983703,191.61413347944577,14
string-allocation-10000.arr,true,parse,47.23147973858249,75.0545421345917,30
string-allocation-10000.arr,true,load,1.7037521019324016,1.7336970472344597,13
string-allocation-10000.arr,true,eval,35.755016304669276,177.57708527430384,19
string-dict-const-10000.arr,true,parse,29.727289041571254,32.06872388546931,43
string-dict-const-10000.arr,true,load,1.51233861935888,1.5856109965536924,12
string-dict-const-10000.arr,true,eval,5.75418962934653,210.52998452384765,14
string-dict-grow-10000.arr,true,parse,56.892785891909014,3.7183385849636146,69
string-dict-grow-10000.arr,true,load,1.6565049293472192,1.6945259530723467,13
string-dict-grow-10000.arr,true,eval,1.8393002411000112,214.2275800741326,14
tree-set-const-10000.arr,true,parse,60.89855371809841,25.62791939687611,51
tree-set-const-10000.arr,true,load,1.6635618652716528,6.722482601111047,12
tree-set-const-10000.arr,true,eval,13.22875150114628,201.8167626229681,15
tree-set-grow-10000.arr,true,parse,55.80393432374637,45.042837562361456,59
tree-set-grow-10000.arr,true,load,1.3894332810702792,16.14166501496992,12
tree-set-grow-10000.arr,true,eval,1.2367294112596021,209.91636051714963,18
