name,success,function,hz,rme,samples
0_empty.arr,true,parse,245.63974308244508,2.1196331032665188,30
0_empty.arr,true,load,3.485547502422171,19.442038208773155,23
0_empty.arr,true,eval,252.85628117129392,8.645137654324788,62
1_empty-with-comments.arr,true,parse,7.872217195585872,12.439503307787444,25
1_empty-with-comments.arr,true,load,4.168116621513778,8.67553468383496,26
1_empty-with-comments.arr,true,eval,236.69080073116788,14.684744345294408,74
adding-ones-2000.arr,true,parse,1.095949324047249,26.014128059682356,7
adding-ones-2000.arr,true,load,0.07500410484077562,16.273859439250497,5
adding-ones-2000.arr,true,eval,62.24896443677537,151.90195782717655,25
anf-loop-compiler.arr,true,parse,0.38099555548484143,34.28006411283783,5
anf-loop-compiler.arr,true,load,0.0602956503045348,13.96232016717759,5
anf-loop-compiler.arr,true,eval,27.463664982058262,184.61507382737562,21
ast.arr,true,parse,0.08734334840714635,23.891469272680194,5
ast.arr,true,load,0.009696895581394104,31.395022310800986,5
ast.arr,true,eval,4.800489975192201,212.0634025620105,13
bignum-factorial-2000.arr,true,parse,39.78115613642905,5.836851422309699,65
bignum-factorial-2000.arr,true,load,1.4628702130814362,12.356994122137365,12
bignum-factorial-2000.arr,true,eval,73.66829211550248,143.32487833498803,12
inner-function-1000.arr,true,parse,48.98769282241967,3.633511941135825,67
inner-function-1000.arr,true,load,1.6073987464839916,18.46508192305924,12
inner-function-1000.arr,true,eval,208.60671481833452,21.817321898687243,43
list-set-const-1000.arr,true,parse,42.17281502414847,8.825493097397919,44
list-set-const-1000.arr,true,load,1.0962804999319242,27.209145914520093,9
list-set-const-1000.arr,true,eval,74.62043779922267,75.90628162236315,54
list-set-grow-1000.arr,true,parse,46.840475856754296,9.61332914631081,40
list-set-grow-1000.arr,true,load,1.000774485474663,21.1992530649396,9
list-set-grow-1000.arr,true,eval,3.586265033191868,212.48823662433213,14
many-links-100000.arr,true,parse,162.62730613731586,7.658971639062871,58
many-links-100000.arr,true,load,1.4642495543719878,12.410537776273893,11
many-links-100000.arr,true,eval,3.910679387862097,209.1284647088214,16
method-calls-10000.arr,true,parse,56.318255853008985,9.999124778797203,42
method-calls-10000.arr,true,load,1.981112959226821,11.330341650490752,15
method-calls-10000.arr,true,eval,28.396774654671713,190.09210039470437,13
mutable-string-dict-const-10000.arr,true,parse,40.773634608568486,1.647952771183105,37
mutable-string-dict-const-10000.arr,true,load,1.5563466321957262,14.258818472657767,12
mutable-string-dict-const-10000.arr,true,eval,9.246338432125048,207.09875454740154,11
mutable-string-dict-grow-10000.arr,true,parse,48.278342890296365,6.987441983395907,51
mutable-string-dict-grow-10000.arr,true,load,1.6462183129961647,11.368671048211395,13
mutable-string-dict-grow-10000.arr,true,eval,10.390721651988986,221.05722405527519,7
recursion-triangle-20000.arr,true,parse,44.43387363195282,8.890332056864263,35
recursion-triangle-20000.arr,true,load,1.2042293554837376,4.532494404584886,11
recursion-triangle-20000.arr,true,eval,45.28430938248305,167.02107459080423,16
recursion-triangle-annotated-20000.arr,true,parse,51.082970428192844,6.875842271198591,53
recursion-triangle-annotated-20000.arr,true,load,0.9006009735963938,37.68626504575699,10
recursion-triangle-annotated-20000.arr,true,eval,29.387626221157696,191.00900665787216,12
recursive-calls-10000.arr,true,parse,34.07410750012548,20.363346849975315,37
recursive-calls-10000.arr,true,load,1.326440439605654,9.204162764444938,11
recursive-calls-10000.arr,true,eval,16.635751424363537,203.96054069413898,12
string-allocation-10000.arr,true,parse,97.70983263253322,25.305806204901092,57
string-allocation-10000.arr,true,load,1.6420814462876023,15.593442457827392,12
string-allocation-10000.arr,true,eval,39.34200039053966,175.36265045839843,18
string-dict-const-10000.arr,true,parse,13.506445685064826,49.93419277860284,22
string-dict-const-10000.arr,true,load,1.3362902517323927,34.151075441299696,13
string-dict-const-10000.arr,true,eval,5.162206612343668,215.0504107699843,12
string-dict-grow-10000.arr,true,parse,43.131562317393225,11.52489640861964,47
string-dict-grow-10000.arr,true,load,1.7430454101457793,6.700505476523842,13
string-dict-grow-10000.arr,true,eval,1.401445932072599,218.73499887306247,12
tree-set-const-10000.arr,true,parse,55.30651681762036,4.689464192022016,56
tree-set-const-10000.arr,true,load,1.2326052533559702,7.270645567551863,11
tree-set-const-10000.arr,true,eval,16.732390624765287,193.19444156481472,20
tree-set-grow-10000.arr,true,parse,44.83905889451562,7.165711048356751,57
tree-set-grow-10000.arr,true,load,0.9267745572743492,28.46402653474328,9
tree-set-grow-10000.arr,true,eval,1.6020334778707808,205.47093712695826,24
