name,success,function,hz,rme,samples
0_empty.arr,true,parse,244.62636353412194,2.0481064155525406,30
0_empty.arr,true,load,3.191696243766191,10.93216928952254,21
0_empty.arr,true,eval,249.1879847906595,9.633205371361692,58
1_empty-with-comments.arr,true,parse,7.358877864141935,11.154548479724754,23
1_empty-with-comments.arr,true,load,3.5225433354669358,5.770926850121453,22
1_empty-with-comments.arr,true,eval,237.2081655871657,9.37896532868275,67
adding-ones-2000.arr,true,parse,0.8536620452751787,23.727727281330626,6
adding-ones-2000.arr,true,load,0.07759651905584956,10.382365733782546,5
adding-ones-2000.arr,true,eval,59.43512407288573,156.04977974889113,26
anf-loop-compiler.arr,true,parse,0.18097672238703832,21.502364953237098,5
anf-loop-compiler.arr,true,load,0.026666463128309108,19.537533271505637,5
anf-loop-compiler.arr,true,eval,3.842233574820546,208.39838719105123,17
ast.arr,true,parse,0.06688175587345112,18.86082094141694,5
ast.arr,true,load,0.009081805485952622,4.353295526239441,5
ast.arr,true,eval,4.46462543014035,201.58343231320086,26
bignum-factorial-2000.arr,true,parse,47.18720947946826,8.999714677801334,47
bignum-factorial-2000.arr,true,load,1.0309223262596416,31.655248725372548,12
bignum-factorial-2000.arr,true,eval,64.64323759397554,152.59270463360858,14
inner-function-1000.arr,true,parse,21.486962343654525,8.207384381675729,38
inner-function-1000.arr,true,load,0.8014802951353621,69.15013338400578,9
inner-function-1000.arr,true,eval,122.46055238775872,55.19903418511637,35
list-set-const-1000.arr,true,parse,44.66815674400607,8.01719653563965,58
list-set-const-1000.arr,true,load,1.5591112559441782,12.389965907550863,13
list-set-const-1000.arr,true,eval,93.60961863531828,120.4663072222175,17
list-set-grow-1000.arr,true,parse,60.63031949505788,7.018143057032149,75
list-set-grow-1000.arr,true,load,1.0601083503009838,29.33662179761005,9
list-set-grow-1000.arr,true,eval,3.6329554895717022,212.61616765072512,14
many-links-100000.arr,true,parse,236.12811099645444,2.6513140504101385,43
many-links-100000.arr,true,load,1.7936730176383662,14.72844808516549,13
many-links-100000.arr,true,eval,2.901879161864879,211.84119324989354,15
method-calls-10000.arr,true,parse,32.08040354849905,27.334355612779532,32
method-calls-10000.arr,true,load,1.446125569435929,14.25143049957498,13
method-calls-10000.arr,true,eval,17.35889074032025,201.8213621702528,12
mutable-string-dict-const-10000.arr,true,parse,41.4708147937844,6.997135637746328,53
mutable-string-dict-const-10000.arr,true,load,1.1962525378243383,8.293340149201368,11
mutable-string-dict-const-10000.arr,true,eval,19.481171686132402,199.22278728665805,12
mutable-string-dict-grow-10000.arr,true,parse,41.7783860036824,7.822282823912319,54
mutable-string-dict-grow-10000.arr,true,load,1.1873832319233928,8.012351490140693,11
mutable-string-dict-grow-10000.arr,true,eval,19.893263684495885,193.01224309309532,16
recursion-triangle-20000.arr,true,parse,14.908116583568475,22.86671156206614,21
recursion-triangle-20000.arr,true,load,0.2198076082768119,121.20177440802816,10
recursion-triangle-20000.arr,true,eval,29.4888584503149,186.80437989477116,13
recursion-triangle-annotated-20000.arr,true,parse,31.856283953231586,11.615598402208331,45
recursion-triangle-annotated-20000.arr,true,load,1.2236074780369675,10.140005062157645,11
recursion-triangle-annotated-20000.arr,true,eval,22.193795921434813,196.52535914229298,13
recursive-calls-10000.arr,true,parse,26.389217890422195,15.892447514054254,36
recursive-calls-10000.arr,true,load,0.9932645057729682,61.631251129360365,12
recursive-calls-10000.arr,true,eval,26.63529160305387,185.23274850655378,19
string-allocation-10000.arr,true,parse,9.777757093953879,151.67618163765565,25
string-allocation-10000.arr,true,load,0.321043219027094,121.77433128882855,11
string-allocation-10000.arr,true,eval,24.551109862173902,188.68048480378678,18
string-dict-const-10000.arr,true,parse,16.70149872476171,18.525640663563568,27
string-dict-const-10000.arr,true,load,0.9037887488637099,28.97932691579548,9
string-dict-const-10000.arr,true,eval,4.5762050548532756,206.66644735709787,18
string-dict-grow-10000.arr,true,parse,39.40743533538655,8.14141684338129,36
string-dict-grow-10000.arr,true,load,1.594915008347765,12.949657944846892,13
string-dict-grow-10000.arr,true,eval,1.5959932583469116,218.57889085706591,12
tree-set-const-10000.arr,true,parse,44.82827255304897,8.53013153393144,50
tree-set-const-10000.arr,true,load,1.0756714361649866,8.824497174062236,10
tree-set-const-10000.arr,true,eval,8.720643304645883,211.38356452730523,12
tree-set-grow-10000.arr,true,parse,45.83813393714277,6.516599913390059,57
tree-set-grow-10000.arr,true,load,1.0524106178912602,11.599603463764776,9
tree-set-grow-10000.arr,true,eval,1.6059460046262732,205.43220569144606,24
